,Unnamed: 0,h3_code,total_poi,station_count,Eat_and_Drink,Going_Out-Entertainment,Sights_and_Museums,Transport,Accommodations,Shopping,Business_and_Services,Facilities,Areas_and_Buildings,h3_area,Shopping_percent,Transport_percent,Business_percent,Eat_percent,max_category
193,6717,891f8d7b507ffff,81,0,2,0,0,2,0,10,32,35,0,High-area,12.35,2.47,39.51,2.47,Business_percent
570,19736,891f8d451a7ffff,81,0,8,0,1,0,0,11,53,8,0,High-area,13.58,0.0,65.43,9.88,Business_percent
2378,85633,891f8d448cfffff,81,0,1,2,1,0,4,5,58,10,0,High-area,6.17,0.0,71.6,1.23,Business_percent
30,890,891f8d7a037ffff,80,0,10,0,2,2,0,9,47,10,0,High-area,11.25,2.5,58.75,12.5,Business_percent
327,11014,891f8d45013ffff,80,0,0,0,0,2,0,2,68,8,0,High-area,2.5,2.5,85.0,0.0,Business_percent
830,29078,891f8d45d7bffff,80,0,5,0,3,2,0,13,51,6,0,High-area,16.25,2.5,63.75,6.25,Business_percent
1914,68707,891f8d7a44bffff,80,0,11,0,0,1,2,16,41,9,0,High-area,20.0,1.25,51.25,13.75,Business_percent
591,20340,891f8d7a0afffff,79,0,6,3,1,2,1,18,34,14,0,High-area,22.78,2.53,43.04,7.59,Business_percent
878,30576,891f8d7acabffff,79,0,4,2,0,0,0,24,35,14,0,High-area,30.38,0.0,44.3,5.06,Business_percent
1015,35531,891f8d45967ffff,79,0,10,3,1,2,1,21,39,2,0,High-area,26.58,2.53,49.37,12.66,Business_percent
1522,54257,891f8d45c23ffff,79,0,2,1,0,1,0,11,53,11,0,High-area,13.92,1.27,67.09,2.53,Business_percent
256,8876,891f8d7a51bffff,78,0,5,1,1,2,1,7,54,7,0,High-area,8.97,2.56,69.23,6.41,Business_percent
909,31905,891f8d7126fffff,78,0,2,0,0,0,0,16,43,17,0,High-area,20.51,0.0,55.13,2.56,Business_percent
1030,36095,891f8d45b73ffff,78,0,5,2,0,0,0,12,53,6,0,High-area,15.38,0.0,67.95,6.41,Business_percent
1075,37835,891f8d7a6b7ffff,78,0,2,2,1,2,3,11,42,15,0,High-area,14.1,2.56,53.85,2.56,Business_percent
1160,41286,891f8d46a67ffff,78,0,0,0,0,2,1,15,56,4,0,High-area,19.23,2.56,71.79,0.0,Business_percent
1398,50121,891f8d44c6fffff,78,0,1,2,0,1,0,12,51,11,0,High-area,15.38,1.28,65.38,1.28,Business_percent
1448,51545,891f8d7a04fffff,78,0,2,1,0,2,1,17,40,15,0,High-area,21.79,2.56,51.28,2.56,Business_percent
1610,57498,891f8d7a697ffff,78,0,4,1,0,0,1,7,62,3,0,High-area,8.97,0.0,79.49,5.13,Business_percent
2294,82578,891f8d71223ffff,77,0,1,2,0,1,3,16,50,4,0,High-area,20.78,1.3,64.94,1.3,Business_percent
182,6312,891f8d7a0cbffff,76,0,6,4,1,4,1,16,38,6,0,High-area,21.05,5.26,50.0,7.89,Business_percent
515,17822,891f8d7ac17ffff,76,0,5,1,0,1,3,24,30,12,0,High-area,31.58,1.32,39.47,6.58,Business_percent
629,21698,891f8d44367ffff,76,0,0,0,3,1,0,2,57,13,0,High-area,2.63,1.32,75.0,0.0,Business_percent
1357,48599,891f8d44663ffff,76,0,1,0,1,4,1,19,38,12,0,High-area,25.0,5.26,50.0,1.32,Business_percent
2225,79964,891f8d44b2bffff,76,0,0,0,4,1,0,5,55,11,0,High-area,6.58,1.32,72.37,0.0,Business_percent
