,Unnamed: 0,h3_code,total_poi,station_count,Eat_and_Drink,Going_Out-Entertainment,Sights_and_Museums,Transport,Accommodations,Shopping,Business_and_Services,Facilities,Areas_and_Buildings,h3_area,Shopping_percent,Transport_percent,Business_percent,Eat_percent,max_category
1062,37340,891f8d45a7bffff,38,0,2,0,0,1,1,4,25,5,0,High-area,10.53,2.63,65.79,5.26,Business_percent
1080,38174,891f8d7a053ffff,38,0,0,2,0,1,0,7,26,2,0,High-area,18.42,2.63,68.42,0.0,Business_percent
1263,45097,891f8d458cbffff,38,0,0,1,0,0,0,10,25,2,0,High-area,26.32,0.0,65.79,0.0,Business_percent
1317,47101,891f8d7123bffff,38,0,0,0,0,1,0,4,26,7,0,High-area,10.53,2.63,68.42,0.0,Business_percent
1442,51404,891f8d7b0c7ffff,38,0,0,0,0,0,0,4,28,6,0,High-area,10.53,0.0,73.68,0.0,Business_percent
1559,55731,891f8d7ac47ffff,38,0,0,1,0,2,0,4,26,5,0,High-area,10.53,5.26,68.42,0.0,Business_percent
1647,58955,891f8d45b43ffff,38,0,2,0,1,1,0,10,22,2,0,High-area,26.32,2.63,57.89,5.26,Business_percent
1766,63024,891f8d45ebbffff,38,0,0,1,0,0,0,5,28,4,0,High-area,13.16,0.0,73.68,0.0,Business_percent
1805,64694,891f8d4e9cfffff,38,0,2,0,0,2,2,2,22,8,0,High-area,5.26,5.26,57.89,5.26,Business_percent
1834,65516,891f8d45a93ffff,38,0,0,0,0,1,0,4,28,5,0,High-area,10.53,2.63,73.68,0.0,Business_percent
2035,73169,891f8d45527ffff,38,0,3,1,0,1,0,1,18,14,0,High-area,2.63,2.63,47.37,7.89,Business_percent
