station_count,plug_count,Eat_and_Drink,Going_Out-Entertainment,Sights_and_Museums,Transport,Accommodations,Shopping,Business_and_Services,Facilities,Areas_and_Buildings,total_poi,inner_user,all_user,outer_user,total_duration_min,total_charging_min,total_parking_min,total_idle_time_min
1.0,0.8007480998854858,0.1528151275626504,0.45374260648651504,-0.25928148942086576,0.5067911605056783,-0.10394383930128553,0.44444480690812266,-0.3164127549757338,-0.3726630077345817,,-0.1466526381124548,0.34933456763937526,0.29621452567044015,0.27053925218549785,-0.31293070725873035,-0.32252236917682164,-0.18254432039643798,0.2047174901410508
0.8007480998854858,1.0,0.38350171872160066,0.5897323124819908,-0.24830834209768032,0.4320737044876157,-0.24886198457340428,0.7265154167982331,0.13501668256364918,-0.006609099989873164,,0.3261279020632502,0.5696364941189794,0.6486203926947407,0.6322834017717487,-0.25007307717323113,-0.19262445078919657,-0.26052331686240165,0.4911471114971397
0.1528151275626504,0.38350171872160066,1.0,0.6674897433540503,0.22723055092903838,0.10020332111808282,0.2505109168721742,0.8853404036616982,0.47880535579490535,-0.08769720170404573,,0.6630563585742144,0.35752944670102094,0.6452951649240197,0.6717618155354135,-0.440465588071127,-0.3480570202629734,-0.4426545542707364,0.03127613784955526
0.45374260648651504,0.5897323124819908,0.6674897433540503,1.0,0.25,-0.09534625892455921,-0.26726124191242434,0.7684076460831232,0.16321871245879352,0.01774433602469189,,0.40946121420898574,-0.02977497915316031,0.3528604309910384,0.41333922386703825,0.09064322722631385,0.24553563632265454,-0.215118678733889,0.5123813354884381
-0.25928148942086576,-0.24830834209768032,0.22723055092903838,0.25,1.0,-0.19069251784911845,0.0,0.0,-0.15183136042678472,0.08872168012345949,,-0.013880041159626603,-0.5587460931710241,-0.4614803630317886,-0.41851724655425904,0.0832741951015922,0.1988105411170956,-0.15030924190156972,0.2763011979767005
0.5067911605056783,0.4320737044876157,0.10020332111808282,-0.09534625892455921,-0.19069251784911845,1.0,0.5606119105813882,0.12774374405250186,-0.09047845127575185,-0.3586734840955876,,-0.07366982323810436,0.7267668151835078,0.311935236846291,0.21160472001089697,-0.6107905762699788,-0.6345406055816446,-0.3474216795896824,0.09726265767097401
-0.10394383930128553,-0.24886198457340428,0.2505109168721742,-0.26726124191242434,0.0,0.5606119105813882,1.0,-6.547738180757583e-17,-0.17245921128289043,-0.6829017527333562,,-0.21639316055684726,0.42673155023017306,0.016346505619329234,-0.06828011297956563,-0.380603769867736,-0.5552803727109745,0.06529318053285783,-0.2670245709930973
0.44444480690812266,0.7265154167982331,0.8853404036616982,0.7684076460831232,0.0,0.12774374405250186,-6.547738180757583e-17,1.0,0.384407348905846,-0.0839069752371782,,0.6087556214010871,0.4723993270059044,0.7526481177055907,0.7722060673901185,-0.30991873369949285,-0.254658706445207,-0.2942683981040138,0.2547375917345783
-0.3164127549757338,0.13501668256364918,0.47880535579490535,0.16321871245879352,-0.15183136042678472,-0.09047845127575185,-0.17245921128289043,0.384407348905846,1.0,0.6985922337347845,,0.9548920704494215,0.3633432107433693,0.7321643411054048,0.770835762483838,-0.3142588502489183,-0.08585374369125011,-0.6019649848523417,-0.09951901259635
-0.3726630077345817,-0.006609099989873164,-0.08769720170404573,0.01774433602469189,0.08872168012345949,-0.3586734840955876,-0.6829017527333562,-0.0839069752371782,0.6985922337347845,1.0,,0.6339559023960231,-0.17055386374506087,0.20400374603844354,0.27028399019952837,0.08485548569079668,0.3694074509483679,-0.4470252389879472,0.1330163871938315
,,,,,,,,,,,,,,,,,,
-0.1466526381124548,0.3261279020632502,0.6630563585742144,0.40946121420898574,-0.013880041159626603,-0.07366982323810436,-0.21639316055684726,0.6087556214010871,0.9548920704494215,0.6339559023960231,,1.0,0.36026643090171356,0.7871023428714935,0.8348715324018281,-0.33211269284660777,-0.08928342583304101,-0.6386922975133785,0.051277232027460734
0.34933456763937526,0.5696364941189794,0.35752944670102094,-0.02977497915316031,-0.5587460931710241,0.7267668151835078,0.42673155023017306,0.4723993270059044,0.3633432107433693,-0.17055386374506087,,0.36026643090171356,1.0,0.7929474849617784,0.7109720893393648,-0.5787129875157885,-0.636293416191661,-0.2670501410139132,-0.005805665561310446
0.29621452567044015,0.6486203926947407,0.6452951649240197,0.3528604309910384,-0.4614803630317886,0.311935236846291,0.016346505619329234,0.7526481177055907,0.7321643411054048,0.20400374603844354,,0.7871023428714935,0.7929474849617784,1.0,0.9922285720614845,-0.5267408735538708,-0.4319871375712921,-0.5019311546735035,-0.02059957998466475
0.27053925218549785,0.6322834017717487,0.6717618155354135,0.41333922386703825,-0.41851724655425904,0.21160472001089697,-0.06828011297956563,0.7722060673901185,0.770835762483838,0.27028399019952837,,0.8348715324018281,0.7109720893393648,0.9922285720614845,1.0,-0.48976092469009236,-0.3686406140935606,-0.5247739010213534,-0.022589655472830934
-0.31293070725873035,-0.25007307717323113,-0.440465588071127,0.09064322722631385,0.0832741951015922,-0.6107905762699788,-0.380603769867736,-0.30991873369949285,-0.3142588502489183,0.08485548569079668,,-0.33211269284660777,-0.5787129875157885,-0.5267408735538708,-0.48976092469009236,1.0,0.9295175548863596,0.7602887034498276,0.5037066952196263
-0.32252236917682164,-0.19262445078919657,-0.3480570202629734,0.24553563632265454,0.1988105411170956,-0.6345406055816446,-0.5552803727109745,-0.254658706445207,-0.08585374369125011,0.3694074509483679,,-0.08928342583304101,-0.636293416191661,-0.4319871375712921,-0.3686406140935606,0.9295175548863596,1.0,0.4671492706336764,0.5663903921990773
