betreiber,postleitzahl,breitengrad,längengrad,inbetriebnahmedatum,h3_code
SWM Versorgungs GmbH,81475,48.090063,11.479479,7/11/2017,881f8d4e9dfffff
SWM Versorgungs GmbH,81475,48.090141,11.479356,7/11/2017,881f8d4e9dfffff
SWM Versorgungs GmbH,81475,48.08303,11.485556,12/10/2020,881f8d4e91fffff
SWM Versorgungs GmbH,81476,48.094417,11.500972,24/10/2019,881f8d45a7fffff
SWM Versorgungs GmbH,81477,48.082168,11.506181,22/1/2019,881f8d7b45fffff
SWM Versorgungs GmbH,81477,48.082114,11.506195,22/1/2019,881f8d7b45fffff
SWM Versorgungs GmbH,81477,48.08693,11.499143,12/10/2020,881f8d4e93fffff
SWM Versorgungs GmbH,81477,48.093549,11.522374,4/9/2020,881f8d7b4bfffff
ALDI SÜD,81477,48.090167,11.505306,8/9/2021,881f8d7b4dfffff
EnBW mobility+ AG und Co.KG ,81477,48.090713,11.507117,16/9/2020,881f8d7b4dfffff
Maiborn Wolff GmbH,81477,48.094744,11.505348,1/7/2018,881f8d45a7fffff
SWM Versorgungs GmbH,81479,48.077297,11.52606,30/8/2018,881f8d7b0dfffff
SWM Versorgungs GmbH,81479,48.077244,11.526085,30/8/2018,881f8d7b0dfffff
SWM Versorgungs GmbH,81479,48.077018,11.526096,30/8/2018,881f8d7b0dfffff
SWM Versorgungs GmbH,81479,48.081158,11.527856,6/2/2020,881f8d7b47fffff
SWM Versorgungs GmbH,81539,48.112334,11.577599,17/10/2019,881f8d7a63fffff
SWM Versorgungs GmbH,81539,48.111577,11.578649,17/10/2019,881f8d7a63fffff
SWM Versorgungs GmbH,81539,48.114897,11.587213,24/10/2019,881f8d7a0dfffff
SWM Versorgungs GmbH,81539,48.108046,11.583776,24/10/2019,881f8d7a63fffff
SWM Versorgungs GmbH,81539,48.107976,11.583732,24/10/2019,881f8d7a63fffff
SWM Versorgungs GmbH,81539,48.107689,11.59549,28/11/2019,881f8d7a05fffff
SWM Versorgungs GmbH,81539,48.107668,11.595346,28/11/2019,881f8d7a05fffff
SWM Versorgungs GmbH,81539,48.109365,11.603561,8/10/2020,881f8d7a07fffff
SWM Versorgungs GmbH,81539,48.10932,11.603663,8/10/2020,881f8d7a07fffff
EnBW mobility+ AG und Co.KG ,81539,48.108986,11.579749,22/8/2017,881f8d7a63fffff
EnBW mobility+ AG und Co.KG ,81539,48.108986,11.579749,22/8/2017,881f8d7a63fffff
SWM Versorgungs GmbH,81541,48.115515,11.580829,23/5/2017,881f8d7a6bfffff
SWM Versorgungs GmbH,81541,48.121829,11.578694,8/8/2017,881f8d7a47fffff
SWM Versorgungs GmbH,81541,48.121725,11.578614,8/8/2017,881f8d7a47fffff
SWM Versorgungs GmbH,81541,48.115526,11.583125,7/11/2017,881f8d7a0dfffff
SWM Versorgungs GmbH,81541,48.115522,11.583104,7/11/2017,881f8d7a0dfffff
SWM Versorgungs GmbH,81541,48.125249,11.584219,27/12/2017,881f8d7a47fffff
SWM Versorgungs GmbH,81541,48.127764,11.580919,21/6/2019,881f8d7a41fffff
SWM Versorgungs GmbH,81541,48.127665,11.580714,21/6/2019,881f8d7a41fffff
SWM Versorgungs GmbH,81541,48.122602,11.590282,24/6/2019,881f8d7a47fffff
SWM Versorgungs GmbH,81541,48.122481,11.59031,24/6/2019,881f8d7a47fffff
SWM Versorgungs GmbH,81541,48.11643,11.594168,24/10/2019,881f8d7a0dfffff
SWM Versorgungs GmbH,81541,48.116356,11.594155,24/10/2019,881f8d7a0dfffff
SWM Versorgungs GmbH,81543,48.112962,11.570739,20/9/2017,881f8d7a61fffff
SWM Versorgungs GmbH,81543,48.113008,11.570588,20/9/2017,881f8d7a61fffff
SWM Versorgungs GmbH,81543,48.113033,11.570449,20/9/2017,881f8d7a61fffff
SWM Versorgungs GmbH,81543,48.101131,11.559367,3/1/2019,881f8d7a65fffff
SWM Versorgungs GmbH,81543,48.101194,11.559204,3/1/2019,881f8d7a65fffff
SWM Versorgungs GmbH,81543,48.107159,11.565939,3/1/2019,881f8d7a61fffff
SWM Versorgungs GmbH,81543,48.107222,11.565748,3/1/2019,881f8d7a61fffff
SWM Versorgungs GmbH,81543,48.122943,11.575642,14/6/2019,881f8d7a45fffff
SWM Versorgungs GmbH,81543,48.123003,11.575701,14/6/2019,881f8d7a45fffff
SWM Versorgungs GmbH,81543,48.120339,11.570229,30/8/2019,881f8d7a45fffff
SWM Versorgungs GmbH,81543,48.120225,11.57012,30/8/2019,881f8d7a45fffff
SWM Versorgungs GmbH,81543,48.11625,11.569465,30/8/2019,881f8d7a6bfffff
SWM Versorgungs GmbH,81543,48.11839,11.574751,21/10/2019,881f8d7a6bfffff
SWM Versorgungs GmbH,81543,48.118361,11.574839,21/10/2019,881f8d7a6bfffff
Green City Power GmbH,81543,48.10566,11.56643,18/12/2019,881f8d7a67fffff
SWM Versorgungs GmbH,81545,48.089958,11.557916,7/12/2018,881f8d7b51fffff
SWM Versorgungs GmbH,81545,48.092707,11.570659,3/1/2019,881f8d7a2dfffff
SWM Versorgungs GmbH,81545,48.092634,11.570726,3/1/2019,881f8d7a2dfffff
SWM Versorgungs GmbH,81547,48.110268,11.577722,2/11/2017,881f8d7a63fffff
SWM Versorgungs GmbH,81547,48.110207,11.577621,20/9/2017,881f8d7a63fffff
SWM Versorgungs GmbH,81547,48.097164,11.580893,7/11/2017,881f8d7a29fffff
SWM Versorgungs GmbH,81547,48.097132,11.580867,7/11/2017,881f8d7a29fffff
SWM Versorgungs GmbH,81547,48.125012,11.584053,27/12/2017,881f8d7a47fffff
SWM Versorgungs GmbH,81547,48.101949,11.570127,27/12/2018,881f8d7a67fffff
SWM Versorgungs GmbH,81549,48.091869,11.598752,7/11/2017,881f8d7a23fffff
SWM Versorgungs GmbH,81549,48.091886,11.598698,7/11/2017,881f8d7a23fffff
SWM Versorgungs GmbH,81549,48.110064,11.612629,30/8/2018,881f8d7a03fffff
SWM Versorgungs GmbH,81549,48.110157,11.612533,30/8/2018,881f8d7a03fffff
SWM Versorgungs GmbH,81549,48.089131,11.611348,28/11/2019,881f8d7a35fffff
SWM Versorgungs GmbH,81549,48.101073,11.609926,5/7/2019,881f8d7a3dfffff
SWM Versorgungs GmbH,81549,48.092528,11.604449,13/1/2020,881f8d7a35fffff
SWM Versorgungs GmbH,81637,48.130943,11.617161,20/12/2018,881f8d7a51fffff
SWM Versorgungs GmbH,81637,48.131121,11.617256,20/12/2018,881f8d7a51fffff
SWM Versorgungs GmbH,81639,48.146608,11.518302,27/12/2018,881f8d45ddfffff
SWM Versorgungs GmbH,81639,48.146637,11.518188,27/12/2018,881f8d45ddfffff
SWM Versorgungs GmbH,81667,48.129066,11.594117,20/4/2017,881f8d7a43fffff
SWM Versorgungs GmbH,81667,48.127254,11.598473,8/11/2017,881f8d7a43fffff
SWM Versorgungs GmbH,81667,48.127282,11.598526,8/11/2017,881f8d7a43fffff
SWM Versorgungs GmbH,81667,48.133289,11.592924,5/7/2019,881f8d7a4bfffff
SWM Versorgungs GmbH,81667,48.133336,11.59304,5/7/2019,881f8d7a4bfffff
SWM Versorgungs GmbH,81667,48.135199,11.596112,5/7/2019,881f8d7a4bfffff
SWM Versorgungs GmbH,81667,48.135299,11.596147,5/7/2019,881f8d7a4bfffff
SWM Versorgungs GmbH,81667,48.132085,11.593415,5/7/2019,881f8d7a43fffff
SWM Versorgungs GmbH,81667,48.132389,11.596393,24/6/2019,881f8d7a43fffff
SWM Versorgungs GmbH,81667,48.130679,11.605101,8/10/2020,881f8d7a5dfffff
SWM Versorgungs GmbH,81667,48.130519,11.605101,8/10/2020,881f8d7a55fffff
Park One GmbH,81667,48.12998,11.592552,1/9/2018,881f8d7a43fffff
SWM Versorgungs GmbH,81669,48.129023,11.594031,20/4/2017,881f8d7a43fffff
SWM Versorgungs GmbH,81669,48.118001,11.609502,20/12/2017,881f8d7a0bfffff
SWM Versorgungs GmbH,81669,48.121972,11.601085,5/7/2019,881f8d7a09fffff
SWM Versorgungs GmbH,81669,48.128634,11.585774,14/8/2019,881f8d7a41fffff
SWM Versorgungs GmbH,81669,48.128577,11.585687,14/8/2019,881f8d7a41fffff
SWM Versorgungs GmbH,81669,48.11598,11.60442,28/11/2019,881f8d7a01fffff
SWM Versorgungs GmbH,81669,48.115889,11.60448,28/11/2019,881f8d7a01fffff
SWM Versorgungs GmbH,81671,48.12841,11.61046,2/11/2017,881f8d7a55fffff
SWM Versorgungs GmbH,81671,48.120604,11.622602,20/12/2017,881f8d7a1dfffff
SWM Versorgungs GmbH,81671,48.120543,11.622484,20/12/2017,881f8d7a1dfffff
SWM Versorgungs GmbH,81671,48.126251,11.632279,20/12/2017,881f8d7a19fffff
Park One GmbH,81671,48.125082,11.6119,1/1/2020,881f8d7a57fffff
eeMobility GmbH,81671,48.12526,11.604944,1/10/2018,881f8d7a55fffff
eeMobility GmbH,81671,48.125389,11.604806,1/10/2018,881f8d7a55fffff
eeMobility GmbH,81671,48.12468,11.606906,1/10/2018,881f8d7a55fffff
eeMobility GmbH,81671,48.124681,11.606907,1/10/2018,881f8d7a55fffff
eeMobility GmbH,81671,48.124682,11.606908,1/10/2018,881f8d7a55fffff
eeMobility GmbH,81671,48.124685,11.606909,1/10/2018,881f8d7a55fffff
eeMobility GmbH,81671,48.124686,11.60691,1/10/2018,881f8d7a55fffff
eeMobility GmbH,81671,48.124687,11.606911,1/10/2018,881f8d7a55fffff
eeMobility GmbH,81671,48.124688,11.606912,1/10/2018,881f8d7a55fffff
eeMobility GmbH,81671,48.124689,11.606913,1/10/2018,881f8d7a55fffff
eeMobility GmbH,81671,48.12469,11.606914,1/10/2018,881f8d7a55fffff
eeMobility GmbH,81671,48.124691,11.606915,1/10/2018,881f8d7a55fffff
eeMobility GmbH,81671,48.124692,11.606916,1/10/2018,881f8d7a55fffff
SWM Versorgungs GmbH,81673,48.133376,11.628824,9/5/2019,881f8d7a53fffff
SWM Versorgungs GmbH,81673,48.126291,11.632059,20/12/2017,881f8d7a19fffff
Brotmanufaktur Schmidt GmbH & Co. KG,81673,48.132889,11.622436,1/12/2020,881f8d7a53fffff
SWM Versorgungs GmbH,81675,48.139359,11.604808,20/4/2017,881f8d44b7fffff
SWM Versorgungs GmbH,81675,48.139376,11.604599,20/4/2017,881f8d44b7fffff
SWM Versorgungs GmbH,81675,48.133956,11.602067,23/5/2017,881f8d7a5dfffff
SWM Versorgungs GmbH,81675,48.133863,11.602045,23/5/2017,881f8d7a5dfffff
SWM Versorgungs GmbH,81675,48.135199,11.607521,24/6/2019,881f8d7a5dfffff
SWM Versorgungs GmbH,81675,48.142208,11.601135,18/11/2019,881f8d44b7fffff
SWM Versorgungs GmbH,81675,48.142144,11.601078,18/11/2019,881f8d44b7fffff
SWM Versorgungs GmbH,81677,48.142394,11.615714,20/4/2017,881f8d7a59fffff
SWM Versorgungs GmbH,81677,48.142387,11.615832,20/4/2017,881f8d7a59fffff
SWM Versorgungs GmbH,81679,48.151003,11.60581,12/12/2019,881f8d44b3fffff
SWM Versorgungs GmbH,81679,48.151045,11.60589,12/12/2019,881f8d44b3fffff
SWM Versorgungs GmbH,81679,48.150346,11.601579,26/8/2019,881f8d44b1fffff
SWM Versorgungs GmbH,81679,48.145709,11.603838,26/8/2019,881f8d44b3fffff
SWM Versorgungs GmbH,81679,48.145644,11.603929,26/8/2019,881f8d44b3fffff
SWM Versorgungs GmbH,81679,48.14911,11.613062,26/8/2019,881f8d44b3fffff
SWM Versorgungs GmbH,81679,48.146174,11.611882,26/8/2019,881f8d44b3fffff
SWM Versorgungs GmbH,81679,48.141572,11.609079,23/12/2019,881f8d7a59fffff
SWM Versorgungs GmbH,81735,48.110089,11.627392,26/6/2018,881f8d7a15fffff
SWM Versorgungs GmbH,81735,48.109226,11.641172,13/12/2018,881f8d7a17fffff
SWM Versorgungs GmbH,81735,48.109229,11.641005,13/12/2018,881f8d7a17fffff
SWM Versorgungs GmbH,81735,48.11371,11.622677,9/5/2019,881f8d7a1dfffff
SWM Versorgungs GmbH,81737,48.100879,11.630772,19/9/2017,881f8d7a3bfffff
SWM Versorgungs GmbH,81737,48.100808,11.630761,19/9/2017,881f8d7a3bfffff
SWM Versorgungs GmbH,81737,48.098511,11.644794,19/9/2017,881f8d7ae1fffff
SWM Versorgungs GmbH,81737,48.098422,11.644784,19/9/2017,881f8d7ae1fffff
SWM Versorgungs GmbH,81737,48.098403,11.657695,23/1/2019,881f8d7ae3fffff
SWM Versorgungs GmbH,81737,48.101818,11.622017,5/7/2019,881f8d7a3bfffff
SWM Versorgungs GmbH,81737,48.103945,11.640382,15/10/2020,881f8d7aedfffff
EnBW mobility+ AG und Co.KG ,81737,48.102898,11.62509,18/7/2019,881f8d7a3bfffff
SWM Versorgungs GmbH,81739,48.087106,11.644966,19/9/2017,881f8d785bfffff
SWM Versorgungs GmbH,81739,48.086988,11.644977,19/9/2017,881f8d785bfffff
SWM Versorgungs GmbH,81739,48.093212,11.642531,14/6/2019,881f8d7ae5fffff
SWM Versorgungs GmbH,81739,48.093169,11.64267,14/6/2019,881f8d7ae5fffff
SWM Versorgungs GmbH,81739,48.085219,11.660734,22/1/2019,881f8d7aadfffff
SWM Versorgungs GmbH,81739,48.085181,11.660901,22/1/2019,881f8d7aadfffff
Karl Radlmaier GmbH,81739,52.520007,13.404954,1/1/2016,881f1d4895fffff
Leonardo Hotel Munich City East,81739,48.086367,11.645965,27/1/2018,881f8d785bfffff
Leonardo Hotel Munich City East,81739,48.086733,11.645363,17/7/2019,881f8d785bfffff
Mercedes- Benz AG - Niederlassung München,81739,48.089012,11.655301,24/10/2019,881f8d7ae7fffff
SWM Versorgungs GmbH,81825,48.121381,11.671321,8/8/2017,881f8d7acbfffff
SWM Versorgungs GmbH,81825,48.121392,11.671563,8/8/2017,881f8d7acbfffff
SWM Versorgungs GmbH,81825,48.123934,11.644263,8/11/2017,881f8d7a1bfffff
SWM Versorgungs GmbH,81825,48.125739,11.648823,27/12/2017,881f8d7127fffff
SWM Versorgungs GmbH,81825,48.125832,11.648871,27/12/2017,881f8d7127fffff
SWM Versorgungs GmbH,81825,48.119122,11.674261,30/8/2018,881f8d7ac3fffff
SWM Versorgungs GmbH,81825,48.119093,11.674363,30/8/2018,881f8d7ac3fffff
SWM Versorgungs GmbH,81825,48.121696,11.661762,5/7/2019,881f8d7ac9fffff
ALDI SÜD,81825,48.122903,11.669447,1/7/2015,881f8d7acbfffff
SWM Versorgungs GmbH,81827,48.112722,11.676772,20/12/2018,881f8d7ac3fffff
SWM Versorgungs GmbH,81827,48.112673,11.676855,20/12/2018,881f8d7ac3fffff
AUTOMAG GmbH,81827,48.119331,11.680284,1/9/2017,881f8d7ac3fffff
SWM Versorgungs GmbH,81829,48.131271,11.697028,19/9/2017,881f8d7ad9fffff
SWM Versorgungs GmbH,81829,48.140694,11.681487,19/9/2017,881f8d7131fffff
SWM Versorgungs GmbH,81829,48.142036,11.677743,30/8/2018,881f8d7139fffff
SWM Versorgungs GmbH,81829,48.142158,11.67749,30/8/2018,881f8d7139fffff
SWM Versorgungs GmbH,81829,48.127176,11.663464,2/7/2019,881f8d7ac9fffff
SWM Versorgungs GmbH,81829,48.127208,11.66364,2/7/2019,881f8d7ac9fffff
SWM Versorgungs GmbH,81829,48.13363,11.688317,24/6/2019,881f8d7133fffff
SWM Versorgungs GmbH,81829,48.133688,11.688597,24/6/2019,881f8d7133fffff
SWM Versorgungs GmbH,81829,48.128519,11.675883,8/10/2020,881f8d7135fffff
SWM Versorgungs GmbH,81829,48.129485,11.685149,3/11/2020,881f8d7137fffff
APCOA PARKING Deutschland GmbH,81829,48.1346272,11.6985726,1/12/2016,881f8d71e5fffff
Charge-ON,81829,48.132163,11.693975,25/1/2021,881f8d7133fffff
Charge-ON,81829,48.132163,11.693975,25/1/2021,881f8d7133fffff
Charge-ON,81829,48.132163,11.693975,25/1/2021,881f8d7133fffff
Charge-ON,81829,48.132163,11.693975,25/1/2021,881f8d7133fffff
Charge-ON,81829,48.132163,11.693975,25/1/2021,881f8d7133fffff
Charge-ON,81829,48.132163,11.693975,25/1/2021,881f8d7133fffff
Wackler Holding SE,81829,48.1373,11.5748,26/10/2018,881f8d7a49fffff
SWM Versorgungs GmbH,81925,48.153536,11.620134,31/5/2016,881f8d716dfffff
SWM Versorgungs GmbH,81925,48.172382,11.635696,1/8/2017,881f8d714dfffff
SWM Versorgungs GmbH,81925,48.172321,11.635782,1/8/2017,881f8d714dfffff
SWM Versorgungs GmbH,81925,48.152146,11.61798,27/12/2018,881f8d716dfffff
SWM Versorgungs GmbH,81925,48.160296,11.618508,20/12/2018,881f8d4497fffff
SWM Versorgungs GmbH,81925,48.164303,11.61816,29/10/2019,881f8d4497fffff
BayWa AG,81925,48.153015,11.617575,17/6/2019,881f8d716dfffff
BayWa AG,81925,48.153065,11.617575,17/6/2019,881f8d716dfffff
BayWa AG,81925,48.152967,11.617575,17/6/2019,881f8d716dfffff
BayWa AG,81925,48.15202,11.617575,17/6/2019,881f8d716dfffff
SWM Versorgungs GmbH,81927,48.158578,11.642493,7/8/2017,881f8d716bfffff
SWM Versorgungs GmbH,81927,48.158571,11.642595,7/8/2017,881f8d716bfffff
SWM Versorgungs GmbH,81927,48.157852,11.637345,18/11/2019,881f8d716bfffff
SWM Versorgungs GmbH,81927,48.15734,11.646599,13/1/2020,881f8d710dfffff
EnBW mobility+ AG und Co.KG ,81927,48.155556,11.630057,18/9/2020,881f8d7161fffff
SWM Versorgungs GmbH,81929,48.119093,11.674363,7/12/2018,881f8d7ac3fffff
SWM Versorgungs GmbH,81929,48.16495,11.629154,7/12/2018,881f8d7145fffff
Autohaus Burgstaller GmbH,81929,48.14739,11.64073,22/2/2021,881f8d7163fffff
Autohaus Burgstaller GmbH,81929,48.148244,11.641038,19/1/2021,881f8d7163fffff
Mercedes- Benz AG - Niederlassung München,91739,48.088928,11.655265,22/5/2019,881f8d7ae7fffff
Mer Germany GmbH,81247,48.10157,11.26494,7/9/2020,881f8d41e3fffff
