,h3_code,total_poi,station_count,Eat_and_Drink,Going_Out-Entertainment,Sights_and_Museums,Transport,Accommodations,Shopping,Business_and_Services,Facilities,Areas_and_Buildings,h3_area,Shopping_percent,Transport_percent,Business_percent,Eat_percent,max_category
4792,891f8d71623ffff,70,0,3,1,1,1,1,27,33,3,0,High-area,38.57,1.43,47.14,4.29,Business_percent
4862,891f8d44dcfffff,99,0,9,0,0,2,1,14,63,10,0,High-area,14.14,2.02,63.64,9.09,Business_percent
4961,891f8d44da7ffff,10,3,0,0,0,0,0,0,9,1,0,Low-area,0.0,0.0,90.0,0.0,Business_percent
4971,891f8d4739bffff,14,0,0,0,0,1,0,3,9,1,0,Low-area,21.43,7.14,64.29,0.0,Business_percent
4985,891f8d4454fffff,27,0,2,1,0,2,0,6,16,0,0,Low-area,22.22,7.41,59.26,7.41,Business_percent
5012,891f8d44103ffff,50,0,1,0,1,2,2,13,22,9,0,High-area,26.0,4.0,44.0,2.0,Business_percent
5062,891f8d47053ffff,1,0,0,0,0,0,0,0,1,0,0,Low-area,0.0,0.0,100.0,0.0,Business_percent
5063,891f8d7328bffff,35,1,0,1,0,0,1,6,22,5,0,High-area,17.14,0.0,62.86,0.0,Business_percent
5098,891f8d45d47ffff,100,0,0,6,0,0,0,8,80,6,0,High-area,8.0,0.0,80.0,0.0,Business_and_Services
5198,891f8d449c7ffff,38,0,1,0,0,0,2,2,21,12,0,High-area,5.26,0.0,55.26,2.63,Business_percent
5236,891f8d44ba7ffff,31,0,0,0,0,1,1,0,26,3,0,High-area,0.0,3.23,83.87,0.0,Business_percent
5267,891f8d710dbffff,31,0,0,1,0,0,0,7,18,5,0,High-area,22.58,0.0,58.06,0.0,Business_percent
5298,891f8d710cbffff,7,0,0,0,0,0,0,0,5,2,0,Low-area,0.0,0.0,71.43,0.0,Business_percent
5305,891f8d45d33ffff,79,1,4,0,0,2,3,13,49,8,0,High-area,16.46,2.53,62.03,5.06,Business_percent
5384,891f8d44217ffff,11,0,0,0,1,0,1,1,6,2,0,Low-area,9.09,0.0,54.55,0.0,Business_percent
5395,891f8d451cfffff,41,0,2,0,0,1,0,10,23,5,0,High-area,24.39,2.44,56.1,4.88,Business_percent
5436,891f8d44933ffff,17,0,1,0,1,1,1,0,12,1,0,Low-area,0.0,5.88,70.59,5.88,Business_percent
5453,891f8d730c3ffff,2,0,0,0,0,0,0,0,0,2,0,Low-area,0.0,0.0,0.0,0.0,Facilities
5455,891f8d7aa13ffff,25,0,0,1,0,0,0,1,18,5,0,Low-area,4.0,0.0,72.0,0.0,Business_percent
5480,891f8d45a73ffff,53,0,1,2,0,0,2,3,38,7,0,High-area,5.66,0.0,71.7,1.89,Business_percent
5533,891f8d46b2bffff,19,0,1,2,0,6,1,2,6,1,0,Low-area,10.53,31.58,31.58,5.26,Transport_percent
5552,891f8d45d2fffff,70,0,2,1,0,1,3,15,44,4,0,High-area,21.43,1.43,62.86,2.86,Business_percent
5622,891f8d44e37ffff,97,0,5,1,0,2,0,9,48,32,0,High-area,9.28,2.06,49.48,5.15,Business_percent
5719,891f8d451cbffff,38,0,0,2,0,0,0,3,25,8,0,High-area,7.89,0.0,65.79,0.0,Business_percent
5757,891f8d450c3ffff,4,1,0,0,0,0,0,0,4,0,0,Low-area,0.0,0.0,100.0,0.0,Business_percent
5761,891f8d451b3ffff,20,0,0,0,0,1,0,3,13,3,0,Low-area,15.0,5.0,65.0,0.0,Business_percent
5781,891f8d44cd3ffff,22,1,2,0,0,2,4,1,12,1,0,Low-area,4.55,9.09,54.55,9.09,Business_percent
5803,891f8d44923ffff,64,0,2,3,3,0,0,11,39,6,0,High-area,17.19,0.0,60.94,3.12,Business_percent
5867,891f8d45ab3ffff,47,0,0,1,0,1,0,13,25,7,0,High-area,27.66,2.13,53.19,0.0,Business_percent
5914,891f8d7b44fffff,46,0,0,1,0,1,1,5,35,3,0,High-area,10.87,2.17,76.09,0.0,Business_percent
5960,891f8d44303ffff,49,0,0,0,0,1,0,4,33,11,0,High-area,8.16,2.04,67.35,0.0,Business_percent
6009,891f8d44acfffff,98,0,2,1,4,0,2,8,72,9,0,High-area,8.16,0.0,73.47,2.04,Business_percent
6107,891f8d7b5d7ffff,30,0,2,1,0,2,0,9,14,2,0,High-area,30.0,6.67,46.67,6.67,Business_percent
6137,891f8d46ec7ffff,6,0,1,0,0,1,1,0,2,1,0,Low-area,0.0,16.67,33.33,16.67,Business_percent
6143,891f8d45a6fffff,25,2,2,0,0,0,0,6,13,4,0,Low-area,24.0,0.0,52.0,8.0,Business_percent
6168,891f8d46803ffff,31,0,0,0,0,4,0,9,16,2,0,High-area,29.03,12.9,51.61,0.0,Business_percent
6199,891f8d4510bffff,16,0,2,0,0,1,0,3,10,0,0,Low-area,18.75,6.25,62.5,12.5,Business_percent
6215,891f8d45dc3ffff,97,1,5,0,0,2,3,13,68,6,0,High-area,13.4,2.06,70.1,5.15,Business_percent
6312,891f8d7a0cbffff,76,0,6,4,1,4,1,16,38,6,0,High-area,21.05,5.26,50.0,7.89,Business_percent
6388,891f8d7a033ffff,13,0,0,1,0,0,1,1,10,0,0,Low-area,7.69,0.0,76.92,0.0,Business_percent
6401,891f8d71ed3ffff,2,0,0,0,1,0,0,1,0,0,0,Low-area,50.0,0.0,0.0,0.0,Shopping_percent
6403,891f8d732cbffff,2,0,0,1,0,0,0,0,0,1,0,Low-area,0.0,0.0,0.0,0.0,Going_Out-Entertainment
6405,891f8d45aafffff,33,0,1,0,1,0,0,6,23,2,0,High-area,18.18,0.0,69.7,3.03,Business_percent
6438,891f8d44bc3ffff,95,0,8,2,1,0,2,12,52,18,0,High-area,12.63,0.0,54.74,8.42,Business_percent
6533,891f8d45a4bffff,3,0,0,0,0,0,0,1,2,0,0,Low-area,33.33,0.0,66.67,0.0,Business_percent
6536,891f8d7a45bffff,99,0,11,0,1,3,2,18,52,11,1,High-area,18.18,3.03,52.53,11.11,Business_percent
6635,891f8d71423ffff,3,0,0,0,0,0,0,1,2,0,0,Low-area,33.33,0.0,66.67,0.0,Business_percent
6638,891f8d713dbffff,8,0,0,0,0,1,0,1,6,0,0,Low-area,12.5,12.5,75.0,0.0,Business_percent
6646,891f8d7aeb3ffff,71,0,8,3,0,0,1,13,30,15,1,High-area,18.31,0.0,42.25,11.27,Business_percent
6717,891f8d7b507ffff,81,0,2,0,0,2,0,10,32,35,0,High-area,12.35,2.47,39.51,2.47,Business_percent
6798,891f8d45ad3ffff,19,0,0,0,0,0,0,1,15,3,0,Low-area,5.26,0.0,78.95,0.0,Business_percent
6817,891f8d44803ffff,99,1,6,1,0,7,1,15,51,17,1,High-area,15.15,7.07,51.52,6.06,Business_percent
6916,891f8d45ab7ffff,46,0,1,1,1,1,0,14,23,5,0,High-area,30.43,2.17,50.0,2.17,Business_percent
6962,891f8d7b033ffff,15,0,0,0,0,2,0,2,11,0,0,Low-area,13.33,13.33,73.33,0.0,Business_percent
6977,891f8d440dbffff,29,0,0,1,0,0,0,2,23,3,0,Low-area,6.9,0.0,79.31,0.0,Business_percent
7006,891f8d7a143ffff,28,0,0,1,0,0,0,6,21,0,0,Low-area,21.43,0.0,75.0,0.0,Business_percent
7034,891f8d46a0bffff,3,0,0,0,0,0,0,0,3,0,0,Low-area,0.0,0.0,100.0,0.0,Business_percent
7037,891f8d44a8fffff,99,0,9,2,3,0,0,14,55,16,0,High-area,14.14,0.0,55.56,9.09,Business_percent
7136,891f8d473d3ffff,2,0,0,0,0,0,0,0,2,0,0,Low-area,0.0,0.0,100.0,0.0,Business_percent
7138,891f8d4554fffff,67,1,3,0,0,3,0,18,26,17,0,High-area,26.87,4.48,38.81,4.48,Business_percent
7205,891f8d45c77ffff,99,0,7,0,0,1,0,31,34,25,1,High-area,31.31,1.01,34.34,7.07,Business_percent
7304,891f8d443c7ffff,7,0,0,0,1,1,0,0,4,1,0,Low-area,0.0,14.29,57.14,0.0,Business_percent
7311,891f8d4e903ffff,33,0,2,1,0,1,0,8,9,12,0,High-area,24.24,3.03,27.27,6.06,Business_percent
7344,891f8d46b23ffff,71,1,2,1,1,6,1,18,29,13,0,High-area,25.35,8.45,40.85,2.82,Business_percent
7415,891f8d7b5dbffff,23,1,0,0,0,0,0,0,19,4,0,Low-area,0.0,0.0,82.61,0.0,Business_percent
7438,891f8d7aed7ffff,24,1,0,0,0,4,1,1,14,4,0,Low-area,4.17,16.67,58.33,0.0,Business_percent
7462,891f8d716d7ffff,28,0,1,0,0,1,0,0,24,2,0,Low-area,0.0,3.57,85.71,3.57,Business_percent
7490,891f8d44637ffff,18,0,0,0,0,1,0,2,13,2,0,Low-area,11.11,5.56,72.22,0.0,Business_percent
7508,891f8d45477ffff,25,1,0,0,1,0,0,5,12,7,0,Low-area,20.0,0.0,48.0,0.0,Business_percent
7533,891f8d440d7ffff,18,0,0,0,0,2,0,2,12,2,0,Low-area,11.11,11.11,66.67,0.0,Business_percent
7551,891f8d472c3ffff,7,0,0,0,0,0,0,2,5,0,0,Low-area,28.57,0.0,71.43,0.0,Business_percent
7558,891f8d44c23ffff,97,0,13,0,1,5,1,25,47,5,0,High-area,25.77,5.15,48.45,13.4,Business_percent
7655,891f8d713afffff,1,0,0,0,0,0,0,0,1,0,0,Low-area,0.0,0.0,100.0,0.0,Business_percent
7656,891f8d4457bffff,19,0,0,0,0,0,0,4,12,3,0,Low-area,21.05,0.0,63.16,0.0,Business_percent
7675,891f8d45813ffff,53,0,1,0,2,2,0,9,33,6,0,High-area,16.98,3.77,62.26,1.89,Business_percent
7728,891f8d7a517ffff,10,0,1,0,0,2,2,0,4,1,0,Low-area,0.0,20.0,40.0,10.0,Business_percent
7738,891f8d45bafffff,54,1,2,0,0,1,1,6,34,10,0,High-area,11.11,1.85,62.96,3.7,Business_percent
7792,891f8d454a3ffff,61,0,0,0,0,5,1,7,45,3,0,High-area,11.48,8.2,73.77,0.0,Business_percent
7853,891f8d446dbffff,7,0,2,0,0,1,0,3,0,1,0,Low-area,42.86,14.29,0.0,28.57,Shopping_percent
7860,891f8d7a59bffff,98,0,1,0,0,1,0,1,77,18,0,High-area,1.02,1.02,78.57,1.02,Business_percent
7958,891f8d7a3a3ffff,46,1,3,1,0,0,0,8,32,2,0,High-area,17.39,0.0,69.57,6.52,Business_percent
8004,891f8d46e1bffff,9,0,3,0,0,0,1,2,3,0,0,Low-area,22.22,0.0,33.33,33.33,Business_percent
8013,891f8d4515bffff,3,0,1,0,0,1,0,0,1,0,0,Low-area,0.0,33.33,33.33,33.33,Transport_percent
8016,891f8d44b13ffff,32,0,1,2,2,2,4,3,8,10,0,High-area,9.38,6.25,25.0,3.12,Business_percent
8048,891f8d7ae93ffff,88,0,4,0,4,4,0,14,33,29,0,High-area,15.91,4.55,37.5,4.55,Business_percent
8136,891f8d454afffff,6,0,0,0,0,0,0,0,5,1,0,Low-area,0.0,0.0,83.33,0.0,Business_percent
8142,891f8d45587ffff,23,0,0,0,1,1,0,7,12,2,0,Low-area,30.43,4.35,52.17,0.0,Business_percent
8165,891f8d4498fffff,1,0,0,1,0,0,0,0,0,0,0,Low-area,0.0,0.0,0.0,0.0,Going_Out-Entertainment
8166,891f8d71ecfffff,2,0,0,0,0,0,0,0,0,2,0,Low-area,0.0,0.0,0.0,0.0,Facilities
8168,891f8d445c3ffff,6,0,0,0,0,1,2,0,3,0,0,Low-area,0.0,16.67,50.0,0.0,Business_percent
8174,891f8d714abffff,2,0,0,0,0,0,0,0,2,0,0,Low-area,0.0,0.0,100.0,0.0,Business_percent
8176,891f8d45e5bffff,43,0,1,1,0,2,0,5,29,5,0,High-area,11.63,4.65,67.44,2.33,Business_percent
8219,891f8d471afffff,11,0,2,1,0,0,1,0,6,1,0,Low-area,0.0,0.0,54.55,18.18,Business_percent
8230,891f8d463c3ffff,7,0,0,0,0,1,0,0,5,1,0,Low-area,0.0,14.29,71.43,0.0,Business_percent
8237,891f8d7a553ffff,99,0,1,5,0,2,0,16,48,27,0,High-area,16.16,2.02,48.48,1.01,Business_percent
8336,891f8d7a193ffff,2,0,1,0,0,0,1,0,0,0,0,Low-area,0.0,0.0,0.0,50.0,Eat_percent
8338,891f8d46bb7ffff,18,0,0,0,1,3,0,1,12,1,0,Low-area,5.56,16.67,66.67,0.0,Business_percent
8356,891f8d46303ffff,9,0,0,1,0,0,0,0,6,2,0,Low-area,0.0,0.0,66.67,0.0,Business_percent
8365,891f8d45adbffff,24,0,0,0,0,0,0,1,19,4,0,Low-area,4.17,0.0,79.17,0.0,Business_percent
8389,891f8d7b487ffff,99,0,0,1,1,0,1,5,77,14,0,High-area,5.05,0.0,77.78,0.0,Business_percent
8488,891f8d46e63ffff,5,0,0,0,0,0,0,0,4,1,0,Low-area,0.0,0.0,80.0,0.0,Business_percent
8493,891f8d7a21bffff,32,0,0,0,0,0,2,2,25,3,0,High-area,6.25,0.0,78.12,0.0,Business_percent
8525,891f8d7ae57ffff,29,0,0,1,0,1,1,4,15,6,1,Low-area,13.79,3.45,51.72,0.0,Business_percent
8554,891f8d4491bffff,2,0,1,0,0,0,0,0,0,1,0,Low-area,0.0,0.0,0.0,50.0,Eat_percent
8556,891f8d46187ffff,2,0,0,0,0,0,0,0,2,0,0,Low-area,0.0,0.0,100.0,0.0,Business_percent
8558,891f8d716bbffff,46,0,1,0,0,0,0,5,35,5,0,High-area,10.87,0.0,76.09,2.17,Business_percent
8604,891f8d44b47ffff,95,1,3,1,4,0,1,13,64,8,1,High-area,13.68,0.0,67.37,3.16,Business_percent
8699,891f8d7168fffff,16,0,0,0,0,1,0,1,13,1,0,Low-area,6.25,6.25,81.25,0.0,Business_percent
8715,891f8d4546fffff,28,0,1,0,0,0,0,3,20,4,0,Low-area,10.71,0.0,71.43,3.57,Business_percent
8743,891f8d7a9c3ffff,32,0,1,0,0,0,0,4,22,5,0,High-area,12.5,0.0,68.75,3.12,Business_percent
8775,891f8d7a497ffff,97,0,4,8,6,1,0,20,51,7,0,High-area,20.62,1.03,52.58,4.12,Business_percent
8872,891f8d7ac93ffff,4,0,0,0,0,0,0,1,3,0,0,Low-area,25.0,0.0,75.0,0.0,Business_percent
8876,891f8d7a51bffff,78,0,5,1,1,2,1,7,54,7,0,High-area,8.97,2.56,69.23,6.41,Business_percent
8954,891f8d4e98fffff,11,0,0,0,1,2,0,0,8,0,0,Low-area,0.0,18.18,72.73,0.0,Business_percent
8965,891f8d44b87ffff,2,0,0,1,0,0,1,0,0,0,0,Low-area,0.0,0.0,0.0,0.0,Going_Out-Entertainment
8967,891f8d736cfffff,35,0,1,0,1,3,0,8,16,6,0,High-area,22.86,8.57,45.71,2.86,Business_percent
9002,891f8d4e973ffff,10,0,0,0,0,1,0,1,6,2,0,Low-area,10.0,10.0,60.0,0.0,Business_percent
9012,891f8d44643ffff,3,0,0,0,0,0,0,1,2,0,0,Low-area,33.33,0.0,66.67,0.0,Business_percent
9015,891f8d7ac2fffff,24,0,1,0,0,1,1,2,19,0,0,Low-area,8.33,4.17,79.17,4.17,Business_percent
9039,891f8d7a80bffff,4,0,0,0,0,0,0,0,4,0,0,Low-area,0.0,0.0,100.0,0.0,Business_percent
9043,891f8d44c0bffff,14,0,0,0,0,13,0,0,1,0,0,Low-area,0.0,92.86,7.14,0.0,Transport_percent
9057,891f8d7ae6fffff,3,1,0,0,0,0,0,0,3,0,0,Low-area,0.0,0.0,100.0,0.0,Business_percent
9060,891f8d73253ffff,10,0,3,0,0,0,1,1,3,2,0,Low-area,10.0,0.0,30.0,30.0,Business_percent
9070,891f8d7a647ffff,52,0,1,2,0,2,0,4,39,4,0,High-area,7.69,3.85,75.0,1.92,Business_percent
9122,891f8d46a43ffff,16,0,0,0,0,0,0,2,13,1,0,Low-area,12.5,0.0,81.25,0.0,Business_percent
9138,891f8d7a403ffff,35,0,2,1,1,2,0,2,24,3,0,High-area,5.71,5.71,68.57,5.71,Business_percent
9173,891f8d7a0cfffff,61,0,2,1,0,1,1,10,35,10,1,High-area,16.39,1.64,57.38,3.28,Business_percent
9234,891f8d7ac63ffff,23,0,0,0,1,1,0,1,19,1,0,Low-area,4.35,4.35,82.61,0.0,Business_percent
9257,891f8d714d7ffff,22,0,1,0,0,0,1,3,14,3,0,Low-area,13.64,0.0,63.64,4.55,Business_percent
9279,891f8d46807ffff,19,0,0,0,0,1,1,3,6,8,0,Low-area,15.79,5.26,31.58,0.0,Business_percent
9298,891f8d45c03ffff,74,0,9,0,1,0,2,14,43,5,0,High-area,18.92,0.0,58.11,12.16,Business_percent
9372,891f8d44e73ffff,99,1,3,2,0,3,2,16,63,10,0,High-area,16.16,3.03,63.64,3.03,Business_percent
9471,891f8d4e9d7ffff,27,0,0,0,0,1,0,1,17,8,0,Low-area,3.7,3.7,62.96,0.0,Business_percent
9498,891f8d7ae33ffff,61,0,4,0,0,6,0,11,34,6,0,High-area,18.03,9.84,55.74,6.56,Business_percent
9559,891f8d4410fffff,97,2,2,0,2,3,0,10,73,7,0,High-area,10.31,3.09,75.26,2.06,Business_percent
9656,891f8d7a833ffff,12,0,0,0,0,0,0,1,9,2,0,Low-area,8.33,0.0,75.0,0.0,Business_percent
9668,891f8d44cafffff,99,1,7,0,1,4,5,20,52,10,0,High-area,20.2,4.04,52.53,7.07,Business_percent
9767,891f8d7a547ffff,97,2,2,2,0,2,2,9,66,14,0,High-area,9.28,2.06,68.04,2.06,Business_percent
9864,891f8d7ae67ffff,4,0,0,0,0,0,0,0,3,1,0,Low-area,0.0,0.0,75.0,0.0,Business_percent
9868,891f8d44ea3ffff,2,0,2,0,0,0,0,0,0,0,0,Low-area,0.0,0.0,0.0,100.0,Eat_percent
9870,891f8d47247ffff,1,0,0,0,1,0,0,0,0,0,0,Low-area,0.0,0.0,0.0,0.0,Sights_and_Museums
9871,891f8d44ed7ffff,85,1,1,2,1,1,1,5,69,5,0,High-area,5.88,1.18,81.18,1.18,Business_percent
9956,891f8d46ab3ffff,8,0,0,0,0,0,0,0,6,2,0,Low-area,0.0,0.0,75.0,0.0,Business_percent
9964,891f8d468a7ffff,1,0,0,0,0,1,0,0,0,0,0,Low-area,0.0,100.0,0.0,0.0,Transport_percent
9965,891f8d440cfffff,17,0,0,1,0,0,0,3,12,1,0,Low-area,17.65,0.0,70.59,0.0,Business_percent
9982,891f8d440c3ffff,42,0,0,1,0,0,0,8,32,1,0,High-area,19.05,0.0,76.19,0.0,Business_percent
10024,891f8d44cb7ffff,21,4,1,0,0,1,0,0,17,2,0,Low-area,0.0,4.76,80.95,4.76,Business_percent
10045,891f8d455dbffff,19,0,0,0,0,0,1,4,10,4,0,Low-area,21.05,0.0,52.63,0.0,Business_percent
10064,891f8d7a98bffff,23,0,0,0,0,1,0,0,21,1,0,Low-area,0.0,4.35,91.3,0.0,Business_percent
10087,891f8d4488bffff,23,0,4,0,1,7,0,2,6,3,0,Low-area,8.7,30.43,26.09,17.39,Transport_percent
10110,891f8d7aca7ffff,2,0,0,0,0,0,0,0,2,0,0,Low-area,0.0,0.0,100.0,0.0,Business_percent
10112,891f8d44943ffff,6,0,2,0,1,0,0,0,2,1,0,Low-area,0.0,0.0,33.33,33.33,Business_percent
10118,891f8d7ad97ffff,33,1,3,0,0,3,1,1,24,1,0,High-area,3.03,9.09,72.73,9.09,Business_percent
10151,891f8d444d3ffff,12,0,0,1,0,1,0,2,8,0,0,Low-area,16.67,8.33,66.67,0.0,Business_percent
10163,891f8d7b63bffff,2,0,0,0,0,0,0,0,0,2,0,Low-area,0.0,0.0,0.0,0.0,Facilities
10165,891f8d71273ffff,15,0,0,0,0,0,0,3,10,2,0,Low-area,20.0,0.0,66.67,0.0,Business_percent
10180,891f8d45497ffff,15,0,0,0,0,1,0,1,12,1,0,Low-area,6.67,6.67,80.0,0.0,Business_percent
10195,891f8d7b597ffff,17,0,4,1,0,0,1,3,5,3,0,Low-area,17.65,0.0,29.41,23.53,Business_percent
10212,891f8d7a2afffff,1,0,0,0,1,0,0,0,0,0,0,Low-area,0.0,0.0,0.0,0.0,Sights_and_Museums
10213,891f8d44d93ffff,17,0,0,0,0,1,1,0,14,1,0,Low-area,0.0,5.88,82.35,0.0,Business_percent
10230,891f8d4508fffff,10,1,0,0,0,0,0,5,5,0,0,Low-area,50.0,0.0,50.0,0.0,Shopping_percent
10240,891f8d4694bffff,5,0,0,0,0,1,0,0,4,0,0,Low-area,0.0,20.0,80.0,0.0,Business_percent
10245,891f8d44823ffff,99,0,0,1,0,3,0,5,82,7,1,High-area,5.05,3.03,82.83,0.0,Business_percent
10344,891f8d4722fffff,17,0,0,0,0,1,0,2,13,1,0,Low-area,11.76,5.88,76.47,0.0,Business_percent
10361,891f8d46357ffff,18,0,0,0,0,1,0,0,16,1,0,Low-area,0.0,5.56,88.89,0.0,Business_percent
10379,891f8d7128fffff,38,0,3,0,0,2,1,4,26,2,0,High-area,10.53,5.26,68.42,7.89,Business_percent
10417,891f8d45a6bffff,30,1,0,0,0,4,0,2,18,6,0,High-area,6.67,13.33,60.0,0.0,Business_percent
10447,891f8d71247ffff,30,0,0,0,0,1,0,8,20,1,0,High-area,26.67,3.33,66.67,0.0,Business_percent
10477,891f8d46b3bffff,8,0,0,0,0,1,0,3,4,0,0,Low-area,37.5,12.5,50.0,0.0,Business_percent
10485,891f8d4484fffff,99,0,6,0,0,1,0,8,64,20,0,High-area,8.08,1.01,64.65,6.06,Business_percent
10584,891f8d45e97ffff,7,0,0,0,0,0,0,1,6,0,0,Low-area,14.29,0.0,85.71,0.0,Business_percent
10591,891f8d456a3ffff,7,0,0,0,0,0,0,2,4,1,0,Low-area,28.57,0.0,57.14,0.0,Business_percent
10598,891f8d7a4cbffff,99,0,2,1,0,0,0,19,63,14,0,High-area,19.19,0.0,63.64,2.02,Business_percent
10697,891f8d7a0c3ffff,72,1,6,1,1,2,0,6,45,11,0,High-area,8.33,2.78,62.5,8.33,Business_percent
10769,891f8d7ac27ffff,44,0,1,0,0,3,0,8,29,3,0,High-area,18.18,6.82,65.91,2.27,Business_percent
10813,891f8d44403ffff,1,0,0,0,0,0,0,0,0,0,1,Low-area,0.0,0.0,0.0,0.0,Areas_and_Buildings
10814,891f8d46a97ffff,36,0,0,0,1,0,0,6,28,1,0,High-area,16.67,0.0,77.78,0.0,Business_percent
10850,891f8d450a3ffff,28,0,0,0,1,0,0,5,18,4,0,Low-area,17.86,0.0,64.29,0.0,Business_percent
10878,891f8d44537ffff,50,0,3,0,1,2,0,9,28,7,0,High-area,18.0,4.0,56.0,6.0,Business_percent
10928,891f8d45637ffff,32,0,3,0,0,2,0,9,15,2,1,High-area,28.12,6.25,46.88,9.38,Business_percent
10960,891f8d7add7ffff,1,0,0,0,0,1,0,0,0,0,0,Low-area,0.0,100.0,0.0,0.0,Transport_percent
10961,891f8d4580fffff,9,0,0,1,0,0,1,2,5,0,0,Low-area,22.22,0.0,55.56,0.0,Business_percent
10970,891f8d45e27ffff,44,0,3,1,0,2,0,9,27,2,0,High-area,20.45,4.55,61.36,6.82,Business_percent
11014,891f8d45013ffff,80,0,0,0,0,2,0,2,68,8,0,High-area,2.5,2.5,85.0,0.0,Business_percent
11094,891f8d44867ffff,95,1,12,3,1,1,2,14,38,24,0,High-area,14.74,1.05,40.0,12.63,Business_percent
11189,891f8d7130fffff,9,0,0,1,0,1,0,0,7,0,0,Low-area,0.0,11.11,77.78,0.0,Business_percent
11198,891f8d45643ffff,2,0,0,0,0,0,0,0,1,1,0,Low-area,0.0,0.0,50.0,0.0,Business_percent
11200,891f8d44d77ffff,74,0,5,0,0,1,1,5,58,3,1,High-area,6.76,1.35,78.38,6.76,Business_percent
11274,891f8d45b5bffff,34,1,2,0,2,0,0,6,19,5,0,High-area,17.65,0.0,55.88,5.88,Business_percent
11308,891f8d4e937ffff,6,1,0,0,0,1,1,0,1,3,0,Low-area,0.0,16.67,16.67,0.0,Transport_percent
11314,891f8d458c7ffff,17,0,0,0,0,1,0,1,9,6,0,Low-area,5.88,5.88,52.94,0.0,Business_percent
11331,891f8d44a2fffff,99,0,10,3,4,4,1,20,34,22,1,High-area,20.2,4.04,34.34,10.1,Business_percent
11430,891f8d7aa33ffff,22,0,0,0,0,2,0,3,14,3,0,Low-area,13.64,9.09,63.64,0.0,Business_percent
11452,891f8d45853ffff,44,0,2,0,0,1,0,3,21,17,0,High-area,6.82,2.27,47.73,4.55,Business_percent
11496,891f8d7ae13ffff,36,0,0,3,0,2,0,3,24,4,0,High-area,8.33,5.56,66.67,0.0,Business_percent
11532,891f8d44aafffff,99,0,12,2,1,2,0,25,44,13,0,High-area,25.25,2.02,44.44,12.12,Business_percent
11631,891f8d45803ffff,14,0,0,1,0,0,0,0,11,2,0,Low-area,0.0,0.0,78.57,0.0,Business_percent
11645,891f8d45a2bffff,15,0,0,0,0,1,1,1,9,3,0,Low-area,6.67,6.67,60.0,0.0,Business_percent
11660,891f8d7b437ffff,1,0,0,0,0,1,0,0,0,0,0,Low-area,0.0,100.0,0.0,0.0,Transport_percent
11661,891f8d73673ffff,25,0,1,0,0,0,1,4,12,6,1,Low-area,16.0,0.0,48.0,4.0,Business_percent
11686,891f8d44347ffff,97,0,6,0,1,1,0,14,54,21,0,High-area,14.43,1.03,55.67,6.19,Business_percent
11783,891f8d71047ffff,21,0,1,0,0,1,1,4,9,5,0,Low-area,19.05,4.76,42.86,4.76,Business_percent
11804,891f8d7b693ffff,15,0,2,0,0,0,1,0,8,4,0,Low-area,0.0,0.0,53.33,13.33,Business_percent
11819,891f8d45577ffff,9,0,0,0,0,1,0,0,8,0,0,Low-area,0.0,11.11,88.89,0.0,Business_percent
11828,891f8d7ae8fffff,2,0,0,0,0,0,0,0,1,1,0,Low-area,0.0,0.0,50.0,0.0,Business_percent
11830,891f8d7a2a3ffff,2,0,0,0,0,0,0,0,0,2,0,Low-area,0.0,0.0,0.0,0.0,Facilities
11832,891f8d468bbffff,7,0,0,0,2,0,0,0,1,4,0,Low-area,0.0,0.0,14.29,0.0,Business_percent
11839,891f8d455a7ffff,9,0,0,0,0,0,0,0,7,2,0,Low-area,0.0,0.0,77.78,0.0,Business_percent
11848,891f8d44253ffff,32,0,0,0,0,2,0,5,19,6,0,High-area,15.62,6.25,59.38,0.0,Business_percent
11880,891f8d44d87ffff,34,1,1,1,0,1,0,15,13,2,1,High-area,44.12,2.94,38.24,2.94,Shopping_percent
11914,891f8d46b07ffff,20,0,1,0,1,1,0,3,12,2,0,Low-area,15.0,5.0,60.0,5.0,Business_percent
11934,891f8d45b67ffff,98,0,5,2,1,1,2,16,62,9,0,High-area,16.33,1.02,63.27,5.1,Business_percent
12032,891f8d7b57bffff,32,0,0,0,0,0,0,3,25,4,0,High-area,9.38,0.0,78.12,0.0,Business_percent
12064,891f8d455d7ffff,12,0,0,0,0,0,0,1,9,2,0,Low-area,8.33,0.0,75.0,0.0,Business_percent
12076,891f8d45c4fffff,26,0,0,0,0,0,0,3,20,3,0,Low-area,11.54,0.0,76.92,0.0,Business_percent
12102,891f8d73623ffff,9,0,1,1,0,1,0,1,4,1,0,Low-area,11.11,11.11,44.44,11.11,Business_percent
12111,891f8d46e0bffff,4,0,0,0,0,0,0,0,4,0,0,Low-area,0.0,0.0,100.0,0.0,Business_percent
12115,891f8d7b683ffff,5,0,0,0,0,0,0,0,4,1,0,Low-area,0.0,0.0,80.0,0.0,Business_percent
12120,891f8d4597bffff,98,0,8,1,1,2,0,24,44,18,0,High-area,24.49,2.04,44.9,8.16,Business_percent
12218,891f8d44057ffff,15,0,0,0,1,0,0,2,7,5,0,Low-area,13.33,0.0,46.67,0.0,Business_percent
12233,891f8d473cbffff,18,0,0,0,0,0,0,2,14,2,0,Low-area,11.11,0.0,77.78,0.0,Business_percent
