,h3_code,total_poi,station_count,Eat_and_Drink,Going_Out-Entertainment,Sights_and_Museums,Transport,Accommodations,Shopping,Business_and_Services,Facilities,Areas_and_Buildings,h3_area,Shopping_percent,Transport_percent,Business_percent,Eat_percent,max_category
12251,891f8d45c33ffff,41,1,1,0,0,1,1,5,29,3,1,High-area,12.2,2.44,70.73,2.44,Business_percent
12292,891f8d44d0bffff,73,0,0,0,0,0,1,16,47,9,0,High-area,21.92,0.0,64.38,0.0,Business_percent
12365,891f8d45ba3ffff,16,0,1,0,0,0,1,0,9,5,0,Low-area,0.0,0.0,56.25,6.25,Business_percent
12381,891f8d7a097ffff,99,0,1,0,0,0,2,6,80,10,0,High-area,6.06,0.0,80.81,1.01,Business_percent
12480,891f8d44c1bffff,19,2,0,0,0,6,0,0,12,1,0,Low-area,0.0,31.58,63.16,0.0,Business_percent
12499,891f8d736d7ffff,5,0,0,0,0,0,0,1,4,0,0,Low-area,20.0,0.0,80.0,0.0,Business_percent
12504,891f8d44087ffff,20,0,0,0,0,1,0,3,13,3,0,Low-area,15.0,5.0,65.0,0.0,Business_percent
12524,891f8d7ae77ffff,10,0,1,0,0,1,0,1,2,5,0,Low-area,10.0,10.0,20.0,10.0,Business_percent
12534,891f8d44ebbffff,7,0,0,4,0,1,2,0,0,0,0,Low-area,0.0,14.29,0.0,0.0,Transport_percent
12541,891f8d7a843ffff,1,0,0,0,0,0,0,0,0,1,0,Low-area,0.0,0.0,0.0,0.0,Facilities
12542,891f8d7103bffff,1,0,0,0,0,0,0,0,0,1,0,Low-area,0.0,0.0,0.0,0.0,Facilities
12543,891f8d473afffff,1,0,0,0,0,0,0,0,0,1,0,Low-area,0.0,0.0,0.0,0.0,Facilities
12544,891f8d7a437ffff,97,0,8,6,0,1,0,15,52,14,1,High-area,15.46,1.03,53.61,8.25,Business_percent
12641,891f8d7b48bffff,42,0,2,2,0,0,2,6,29,1,0,High-area,14.29,0.0,69.05,4.76,Business_percent
12683,891f8d44307ffff,37,0,1,0,0,0,0,1,30,5,0,High-area,2.7,0.0,81.08,2.7,Business_percent
12720,891f8d44893ffff,41,0,1,0,1,2,2,5,28,2,0,High-area,12.2,4.88,68.29,2.44,Business_percent
12761,891f8d4598fffff,79,1,13,8,0,1,0,6,48,3,0,High-area,7.59,1.27,60.76,16.46,Business_percent
12840,891f8d4681bffff,12,0,0,0,0,2,1,0,9,0,0,Low-area,0.0,16.67,75.0,0.0,Business_percent
12852,891f8d45a3bffff,1,0,0,0,0,0,1,0,0,0,0,Low-area,0.0,0.0,0.0,0.0,Accommodations
12853,891f8d4e9b3ffff,23,0,0,0,2,2,0,3,13,3,0,Low-area,13.04,8.7,56.52,0.0,Business_percent
12876,891f8d472b7ffff,28,0,0,0,1,2,1,6,14,4,0,Low-area,21.43,7.14,50.0,0.0,Business_percent
12904,891f8d7a147ffff,41,1,0,0,0,2,1,12,23,3,0,High-area,29.27,4.88,56.1,0.0,Business_percent
12945,891f8d44a8bffff,99,0,3,6,0,2,2,22,55,9,0,High-area,22.22,2.02,55.56,3.03,Business_percent
13044,891f8d44b37ffff,96,0,2,0,0,2,0,11,51,30,0,High-area,11.46,2.08,53.12,2.08,Business_percent
13140,891f8d446cfffff,6,0,0,0,0,2,0,1,3,0,0,Low-area,16.67,33.33,50.0,0.0,Business_percent
13146,891f8d7100bffff,9,0,0,0,0,0,0,1,6,2,0,Low-area,11.11,0.0,66.67,0.0,Business_percent
13155,891f8d44077ffff,3,0,0,0,0,0,0,1,2,0,0,Low-area,33.33,0.0,66.67,0.0,Business_percent
13158,891f8d714d3ffff,22,0,0,0,1,1,1,3,12,4,0,Low-area,13.64,4.55,54.55,0.0,Business_percent
13180,891f8d47087ffff,4,0,0,0,1,0,3,0,0,0,0,Low-area,0.0,0.0,0.0,0.0,Accommodations
13184,891f8d45b2fffff,69,0,3,1,0,1,0,3,52,9,0,High-area,4.35,1.45,75.36,4.35,Business_percent
13253,891f8d7a2c7ffff,50,0,0,1,1,6,1,13,24,4,0,High-area,26.0,12.0,48.0,0.0,Business_percent
13303,891f8d44ec7ffff,16,0,0,0,0,1,0,2,13,0,0,Low-area,12.5,6.25,81.25,0.0,Business_percent
13319,891f8d7acd7ffff,33,0,0,0,0,0,0,9,19,5,0,High-area,27.27,0.0,57.58,0.0,Business_percent
13352,891f8d712c3ffff,20,0,0,1,0,2,0,0,15,2,0,Low-area,0.0,10.0,75.0,0.0,Business_percent
13372,891f8d4e923ffff,3,0,0,0,0,0,0,1,2,0,0,Low-area,33.33,0.0,66.67,0.0,Business_percent
13375,891f8d44343ffff,13,0,0,0,3,0,0,2,8,0,0,Low-area,15.38,0.0,61.54,0.0,Business_percent
13388,891f8d44d7bffff,97,1,3,4,2,0,2,5,78,3,0,High-area,5.15,0.0,80.41,3.09,Business_percent
13485,891f8d7b52fffff,24,0,0,1,2,0,0,0,20,1,0,Low-area,0.0,0.0,83.33,0.0,Business_percent
13509,891f8d4685bffff,18,1,2,0,0,1,0,2,11,2,0,Low-area,11.11,5.56,61.11,11.11,Business_percent
13527,891f8d71333ffff,34,0,1,0,1,1,0,3,26,2,0,High-area,8.82,2.94,76.47,2.94,Business_percent
13561,891f8d712dbffff,22,0,1,0,0,0,0,4,14,3,0,Low-area,18.18,0.0,63.64,4.55,Business_percent
13583,891f8d7b513ffff,2,0,1,0,0,0,0,0,0,1,0,Low-area,0.0,0.0,0.0,50.0,Eat_percent
13585,891f8d7a457ffff,97,0,6,2,3,2,3,15,53,13,0,High-area,15.46,2.06,54.64,6.19,Business_percent
13682,891f8d4eda3ffff,28,1,1,1,0,2,1,5,6,12,0,Low-area,17.86,7.14,21.43,3.57,Business_percent
13710,891f8d445afffff,8,0,0,0,0,0,1,1,4,2,0,Low-area,12.5,0.0,50.0,0.0,Business_percent
13718,891f8d449cbffff,48,0,3,1,0,0,0,5,37,1,1,High-area,10.42,0.0,77.08,6.25,Business_percent
13766,891f8d7a40bffff,98,0,2,1,0,1,0,12,74,8,0,High-area,12.24,1.02,75.51,2.04,Business_percent
13864,891f8d716a7ffff,92,1,6,0,0,1,0,33,37,15,0,High-area,35.87,1.09,40.22,6.52,Business_percent
13956,891f8d45e4bffff,13,0,0,0,0,1,0,0,9,3,0,Low-area,0.0,7.69,69.23,0.0,Business_percent
13969,891f8d73607ffff,23,0,0,0,0,2,0,3,15,3,0,Low-area,13.04,8.7,65.22,0.0,Business_percent
13992,891f8d4684bffff,9,0,0,0,0,0,0,1,8,0,0,Low-area,11.11,0.0,88.89,0.0,Business_percent
14001,891f8d4482fffff,72,0,9,2,1,1,0,11,39,8,1,High-area,15.28,1.39,54.17,12.5,Business_percent
14073,891f8d4458bffff,1,0,0,0,0,1,0,0,0,0,0,Low-area,0.0,100.0,0.0,0.0,Transport_percent
14074,891f8d441d7ffff,28,0,0,0,0,1,0,4,15,8,0,Low-area,14.29,3.57,53.57,0.0,Business_percent
14102,891f8d7a293ffff,50,0,0,0,0,1,1,9,29,10,0,High-area,18.0,2.0,58.0,0.0,Business_percent
14152,891f8d71667ffff,31,0,1,0,0,3,0,8,17,2,0,High-area,25.81,9.68,54.84,3.23,Business_percent
14183,891f8d44e6bffff,29,0,2,0,1,0,0,2,16,7,1,Low-area,6.9,0.0,55.17,6.9,Business_percent
14212,891f8d7aecbffff,21,0,0,1,0,1,0,1,14,4,0,Low-area,4.76,4.76,66.67,0.0,Business_percent
14233,891f8d45da3ffff,99,0,7,0,1,0,1,13,58,18,1,High-area,13.13,0.0,58.59,7.07,Business_percent
14332,891f8d4623bffff,3,0,0,0,0,0,0,2,0,1,0,Low-area,66.67,0.0,0.0,0.0,Shopping_percent
14335,891f8d44b63ffff,98,0,4,1,2,0,0,15,65,11,0,High-area,15.31,0.0,66.33,4.08,Business_percent
14433,891f8d4e967ffff,17,0,0,0,0,0,0,0,15,2,0,Low-area,0.0,0.0,88.24,0.0,Business_percent
14450,891f8d47213ffff,3,0,0,0,0,0,0,0,2,0,1,Low-area,0.0,0.0,66.67,0.0,Business_percent
14453,891f8d44a57ffff,98,0,6,0,0,0,1,10,72,7,2,High-area,10.2,0.0,73.47,6.12,Business_percent
14551,891f8d7122bffff,59,0,1,1,0,1,1,5,45,5,0,High-area,8.47,1.69,76.27,1.69,Business_percent
14610,891f8d44567ffff,2,0,0,0,0,0,0,0,2,0,0,Low-area,0.0,0.0,100.0,0.0,Business_percent
14612,891f8d45dabffff,100,0,0,0,0,1,0,9,81,8,1,High-area,9.0,1.0,81.0,0.0,Business_and_Services
14712,891f8d71403ffff,30,1,0,0,0,1,0,4,16,9,0,High-area,13.33,3.33,53.33,0.0,Business_percent
14742,891f8d7164bffff,60,0,0,0,0,2,0,14,37,7,0,High-area,23.33,3.33,61.67,0.0,Business_percent
14802,891f8d45e13ffff,14,1,0,0,0,2,0,0,10,1,1,Low-area,0.0,14.29,71.43,0.0,Business_percent
14816,891f8d716d3ffff,75,0,1,0,0,2,0,10,44,17,1,High-area,13.33,2.67,58.67,1.33,Business_percent
14891,891f8d71e57ffff,4,0,0,0,1,0,0,1,0,2,0,Low-area,25.0,0.0,0.0,0.0,Shopping_percent
14895,891f8d7b4cbffff,44,1,2,0,0,3,0,6,33,0,0,High-area,13.64,6.82,75.0,4.55,Business_percent
14939,891f8d4edbbffff,29,0,0,0,0,3,0,0,14,12,0,Low-area,0.0,10.34,48.28,0.0,Business_percent
14968,891f8d46e8fffff,9,0,0,0,0,0,0,2,6,1,0,Low-area,22.22,0.0,66.67,0.0,Business_percent
14977,891f8d46b4fffff,15,1,0,0,0,1,0,1,8,4,1,Low-area,6.67,6.67,53.33,0.0,Business_percent
14992,891f8d7a567ffff,28,0,2,0,0,2,1,5,14,4,0,Low-area,17.86,7.14,50.0,7.14,Business_percent
15020,891f8d712a3ffff,15,0,0,0,0,0,0,5,9,1,0,Low-area,33.33,0.0,60.0,0.0,Business_percent
15035,891f8d46bcfffff,28,0,4,2,0,1,1,5,10,5,0,Low-area,17.86,3.57,35.71,14.29,Business_percent
15063,891f8d45127ffff,19,0,0,0,0,2,0,3,10,4,0,Low-area,15.79,10.53,52.63,0.0,Business_percent
15082,891f8d44283ffff,43,0,0,0,0,0,0,0,34,9,0,High-area,0.0,0.0,79.07,0.0,Business_percent
15125,891f8d44d4bffff,45,0,0,0,0,1,1,11,29,3,0,High-area,24.44,2.22,64.44,0.0,Business_percent
15170,891f8d45c13ffff,60,1,2,1,0,3,1,9,42,2,0,High-area,15.0,5.0,70.0,3.33,Business_percent
15230,891f8d7a34fffff,33,1,3,0,0,1,1,1,24,3,0,High-area,3.03,3.03,72.73,9.09,Business_percent
15263,891f8d46353ffff,2,0,0,0,0,1,0,0,0,1,0,Low-area,0.0,50.0,0.0,0.0,Transport_percent
15265,891f8d45053ffff,1,0,0,0,0,0,0,0,0,1,0,Low-area,0.0,0.0,0.0,0.0,Facilities
15266,891f8d7a3b7ffff,5,0,0,0,0,0,0,0,3,2,0,Low-area,0.0,0.0,60.0,0.0,Business_percent
15271,891f8d4e90fffff,18,0,0,0,0,2,2,1,13,0,0,Low-area,5.56,11.11,72.22,0.0,Business_percent
15289,891f8d7a6abffff,94,0,2,2,0,3,0,16,61,10,0,High-area,17.02,3.19,64.89,2.13,Business_percent
15383,891f8d46a3bffff,23,0,0,0,1,1,0,1,19,1,0,Low-area,4.35,4.35,82.61,0.0,Business_percent
15406,891f8d4519bffff,96,1,4,5,0,0,0,10,46,31,0,High-area,10.42,0.0,47.92,4.17,Business_percent
15502,891f8d7a07bffff,96,0,0,3,0,1,1,14,68,9,0,High-area,14.58,1.04,70.83,0.0,Business_percent
15598,891f8d7ad6fffff,62,0,1,1,0,1,0,18,30,11,0,High-area,29.03,1.61,48.39,1.61,Business_percent
15660,891f8d7ae43ffff,33,1,3,0,1,5,2,4,15,3,0,High-area,12.12,15.15,45.45,9.09,Business_percent
15693,891f8d45bd3ffff,44,0,3,0,1,0,0,11,23,6,0,High-area,25.0,0.0,52.27,6.82,Business_percent
15737,891f8d73467ffff,3,0,0,0,2,0,0,0,0,1,0,Low-area,0.0,0.0,0.0,0.0,Sights_and_Museums
15740,891f8d44d23ffff,35,0,0,1,0,1,0,5,26,2,0,High-area,14.29,2.86,74.29,0.0,Business_percent
15775,891f8d4415bffff,16,0,0,0,1,2,1,1,7,4,0,Low-area,6.25,12.5,43.75,0.0,Business_percent
15791,891f8d46b6fffff,23,0,0,0,0,1,0,3,18,0,1,Low-area,13.04,4.35,78.26,0.0,Business_percent
15814,891f8d444c3ffff,15,0,0,2,0,0,2,0,9,2,0,Low-area,0.0,0.0,60.0,0.0,Business_percent
15829,891f8d7b483ffff,85,0,4,2,1,3,2,14,51,8,0,High-area,16.47,3.53,60.0,4.71,Business_percent
15914,891f8d44623ffff,28,0,0,0,0,2,0,1,24,1,0,Low-area,3.57,7.14,85.71,0.0,Business_percent
15942,891f8d442b3ffff,31,0,2,0,0,1,0,1,24,3,0,High-area,3.23,3.23,77.42,6.45,Business_percent
15973,891f8d441bbffff,61,0,0,0,1,3,2,14,41,0,0,High-area,22.95,4.92,67.21,0.0,Business_percent
16034,891f8d7a35bffff,7,0,1,0,0,0,0,0,4,2,0,Low-area,0.0,0.0,57.14,14.29,Business_percent
16041,891f8d45dd3ffff,4,0,0,0,0,0,1,0,3,0,0,Low-area,0.0,0.0,75.0,0.0,Business_percent
16045,891f8d47283ffff,9,0,0,0,0,0,1,4,4,0,0,Low-area,44.44,0.0,44.44,0.0,Shopping_percent
16054,891f8d4ed8fffff,5,0,0,0,0,0,0,1,2,2,0,Low-area,20.0,0.0,40.0,0.0,Business_percent
16059,891f8d7a157ffff,32,0,0,0,0,1,0,5,23,3,0,High-area,15.62,3.12,71.88,0.0,Business_percent
16091,891f8d7a4bbffff,98,1,7,0,0,0,0,11,61,19,0,High-area,11.22,0.0,62.24,7.14,Business_percent
16189,891f8d7154bffff,2,0,0,0,0,0,0,0,2,0,0,Low-area,0.0,0.0,100.0,0.0,Business_percent
16191,891f8d44037ffff,97,1,2,0,3,1,0,21,44,26,0,High-area,21.65,1.03,45.36,2.06,Business_percent
16288,891f8d45dcfffff,9,0,0,6,0,0,2,1,0,0,0,Low-area,11.11,0.0,0.0,0.0,Shopping_percent
16297,891f8d7168bffff,12,0,0,0,0,0,0,1,5,6,0,Low-area,8.33,0.0,41.67,0.0,Business_percent
16309,891f8d45623ffff,20,0,1,1,0,0,0,7,10,1,0,Low-area,35.0,0.0,50.0,5.0,Business_percent
16329,891f8d45837ffff,16,0,1,0,0,1,1,5,8,0,0,Low-area,31.25,6.25,50.0,6.25,Business_percent
16345,891f8d7a447ffff,98,0,1,0,0,0,1,11,72,13,0,High-area,11.22,0.0,73.47,1.02,Business_percent
16443,891f8d4460fffff,12,0,0,0,0,2,2,0,7,1,0,Low-area,0.0,16.67,58.33,0.0,Business_percent
16455,891f8d44a7bffff,99,0,8,2,0,0,3,7,44,35,0,High-area,7.07,0.0,44.44,8.08,Business_percent
16554,891f8d7a1cfffff,36,1,2,0,0,1,0,4,27,2,0,High-area,11.11,2.78,75.0,5.56,Business_percent
16590,891f8d45e23ffff,15,0,0,1,0,2,1,1,9,1,0,Low-area,6.67,13.33,60.0,0.0,Business_percent
16605,891f8d7ae2bffff,4,0,0,0,0,0,0,0,3,1,0,Low-area,0.0,0.0,75.0,0.0,Business_percent
16609,891f8d4734bffff,19,0,0,0,0,0,0,1,18,0,0,Low-area,5.26,0.0,94.74,0.0,Business_percent
16628,891f8d7362fffff,2,0,0,0,0,0,0,0,1,1,0,Low-area,0.0,0.0,50.0,0.0,Business_percent
16630,891f8d458a7ffff,61,2,1,2,0,3,2,2,36,15,0,High-area,3.28,4.92,59.02,1.64,Business_percent
16691,891f8d7a087ffff,99,1,3,0,0,0,2,10,75,9,0,High-area,10.1,0.0,75.76,3.03,Business_percent
